Frag,401998,441002,402095,441099,f,36,98,344,92,87.76,93.88,0,0,36,36
CSB,401811,440814,401913,440916,f,0,103,212,78,51.46,0.00,0,0,1,37
Frag,401811,440814,401913,440916,f,37,103,212,78,51.46,75.73,0,0,37,37
CSB,649731,683288,650037,683594,f,0,307,516,218,42.02,0.00,0,0,1,38
Frag,649731,683288,650037,683594,f,38,307,516,218,42.02,71.01,0,0,38,38
CSB,603181,636584,603321,636724,f,0,141,276,105,48.94,0.00,0,0,1,39
Frag,603181,636584,603321,636724,f,39,141,276,105,48.94,74.47,0,0,39,39
CSB,603355,636566,603504,636715,f,0,150,400,125,66.67,0.00,0,0,1,40
Frag,603355,636566,603504,636715,f,40,150,400,125,66.67,83.33,0,0,40,40
CSB,603193,636398,603308,636513,f,0,116,224,86,48.28,0.00,0,0,1,41
Frag,603193,636398,603308,636513,f,41,116,224,86,48.28,74.14,0,0,41,41
CSB,603181,636194,603313,636326,f,0,133,316,106,59.40,0.00,0,0,1,42
Frag,603181,636194,603313,636326,f,42,133,316,106,59.40,79.70,0,0,42,42
CSB,515058,547963,515347,548252,f,0,290,752,239,64.83,0.00,0,0,1,43
Frag,515058,547963,515347,548252,f,43,290,752,239,64.83,82.41,0,0,43,43
CSB,515287,548190,515349,548252,f,0,63,220,59,87.30,0.00,0,0,1,44
Frag,515287,548190,515349,548252,f,44,63,220,59,87.30,93.65,0,0,44,44
CSB,513633,546535,515842,548744,f,0,2210,6696,1942,75.75,0.00,0,0,1,45
Frag,513633,546535,515842,548744,f,45,2210,6696,1942,75.75,87.87,0,0,45,45
CSB,515827,548720,521292,554185,f,0,5466,20048,5239,91.69,0.00,0,0,1,46
Frag,515827,548720,521292,554185,f,46,5466,20048,5239,91.69,95.85,0,0,46,46
CSB,521107,553999,523227,556119,f,0,2121,7756,2030,91.42,0.00,0,0,1,47
Frag,521107,553999,523227,556119,f,47,2121,7756,2030,91.42,95.71,0,0,47,47
CSB,523208,556099,523644,556535,f,0,437,1628,422,93.14,0.00,0,0,1,48
Frag,523208,556099,523644,556535,f,48,437,1628,422,93.14,96.57,0,0,48,48
CSB,523622,556506,523748,556632,f,0,127,484,124,95.28,0.00,0,0,1,49
Frag,523622,556506,523748,556632,f,49,127,484,124,95.28,97.64,0,0,49,49
CSB,619586,652462,619774,652650,f,0,189,596,169,78.84,0.00,0,0,1,50
Frag,619586,652462,619774,652650,f,50,189,596,169,78.84,89.42,0,0,50,50
CSB,531210,564081,531985,564856,f,0,776,2840,743,91.49,0.00,0,0,1,51
Frag,531210,564081,531985,564856,f,51,776,2840,743,91.49,95.75,0,0,51,51
CSB,619766,652636,620779,653649,f,0,1014,3640,962,89.74,0.00,0,0,1,52
Frag,619766,652636,620779,653649,f,52,1014,3640,962,89.74,94.87,0,0,52,52
CSB,620498,653367,623671,656540,f,0,3174,10376,2884,81.73,0.00,0,0,1,53
Frag,620498,653367,623671,656540,f,53,3174,10376,2884,81.73,90.86,0,0,53,53
CSB,523747,556613,527129,559995,f,0,3383,12612,3268,93.20,0.00,0,0,1,54
Frag,523747,556613,527129,559995,f,54,3383,12612,3268,93.20,96.60,0,0,54,54
CSB,534346,567211,534737,567602,f,0,392,1384,369,88.27,0.00,0,0,1,55
Frag,534346,567211,534737,567602,f,55,392,1384,369,88.27,94.13,0,0,55,55
CSB,611972,644837,612330,645195,f,0,359,1324,345,92.20,0.00,0,0,1,56
Frag,611972,644837,612330,645195,f,56,359,1324,345,92.20,96.10,0,0,56,56
CSB,527129,559992,527542,560405,f,0,414,1528,398,92.27,0.00,0,0,1,57
Frag,527129,559992,527542,560405,f,57,414,1528,398,92.27,96.14,0,0,57,57
CSB,527531,560393,527610,560472,f,0,80,232,69,72.50,0.00,0,0,1,58
Frag,527531,560393,527610,560472,f,58,80,232,69,72.50,86.25,0,0,58,58
CSB,529132,561994,536655,569517,f,0,7524,19840,6242,65.92,0.00,0,0,1,59
Frag,529132,561994,536655,569517,f,59,7524,19840,6242,65.92,82.96,0,0,59,59
CSB,608929,641790,610308,643169,f,0,1380,5056,1322,91.59,0.00,0,0,1,60
Frag,608929,641790,610308,643169,f,60,1380,5056,1322,91.59,95.80,0,0,60,60
CSB,610149,643009,610464,643324,f,0,316,952,277,75.32,0.00,0,0,1,61
Frag,610149,643009,610464,643324,f,61,316,952,277,75.32,87.66,0,0,61,61
CSB,536665,569524,537137,569996,f,0,473,1796,461,94.93,0.00,0,0,1,62
Frag,536665,569524,537137,569996,f,62,473,1796,461,94.93,97.46,0,0,62,62
CSB,610450,643309,611719,644578,f,0,1270,4864,1243,95.75,0.00,0,0,1,63
Frag,610450,643309,611719,644578,f,63,1270,4864,1243,95.75,97.87,0,0,63,63
CSB,606929,639787,608980,641838,f,0,2052,7904,2014,96.30,0.00,0,0,1,64
Frag,606929,639787,608980,641838,f,64,2052,7904,2014,96.30,98.15,0,0,64,64
CSB,537135,569991,540398,573254,f,0,3264,11368,3053,87.07,0.00,0,0,1,65
Frag,537135,569991,540398,573254,f,65,3264,11368,3053,87.07,93.54,0,0,65,65
CSB,611720,644576,611983,644839,f,0,264,1008,258,95.45,0.00,0,0,1,66
Frag,611720,644576,611983,644839,f,66,264,1008,258,95.45,97.73,0,0,66,66
CSB,527878,560731,529116,561969,f,0,1239,2124,885,42.86,0.00,0,0,1,67
Frag,527878,560731,529116,561969,f,67,1239,2124,885,42.86,71.43,0,0,67,67
CSB,542329,575182,543094,575947,f,0,766,2584,706,84.33,0.00,0,0,1,68
Frag,542329,575182,543094,575947,f,68,766,2584,706,84.33,92.17,0,0,68,68
CSB,618908,651760,619610,652462,f,0,703,2660,684,94.59,0.00,0,0,1,69
Frag,618908,651760,619610,652462,f,69,703,2660,684,94.59,97.30,0,0,69,69
CSB,540544,573394,542290,575140,f,0,1747,3100,1261,44.36,0.00,0,0,1,70
Frag,540544,573394,542290,575140,f,70,1747,3100,1261,44.36,72.18,0,0,70,70
CSB,540418,573265,540521,573368,f,0,104,256,84,61.54,0.00,0,0,1,71
Frag,540418,573265,540521,573368,f,71,104,256,84,61.54,80.77,0,0,71,71
CSB,543080,575927,543913,576760,f,0,834,3080,802,92.33,0.00,0,0,1,72
Frag,543080,575927,543913,576760,f,72,834,3080,802,92.33,96.16,0,0,72,72
CSB,541637,574481,541854,574698,f,0,218,784,207,89.91,0.00,0,0,1,73
Frag,541637,574481,541854,574698,f,73,218,784,207,89.91,94.95,0,0,73,73
CSB,612326,645170,616245,649089,f,0,3920,14904,3823,95.05,0.00,0,0,1,74
Frag,612326,645170,616245,649089,f,74,3920,14904,3823,95.05,97.53,0,0,74,74
CSB,616107,648950,618927,651770,f,0,2821,10276,2695,91.07,0.00,0,0,1,75
Frag,616107,648950,618927,651770,f,75,2821,10276,2695,91.07,95.53,0,0,75,75
CSB,546334,579175,548948,581789,f,0,2615,9348,2476,89.37,0.00,0,0,1,76
Frag,546334,579175,548948,581789,f,76,2615,9348,2476,89.37,94.68,0,0,76,76
CSB,605039,637879,605172,638012,f,0,134,440,122,82.09,0.00,0,0,1,77
Frag,605039,637879,605172,638012,f,77,134,440,122,82.09,91.04,0,0,77,77
CSB,543890,576728,546343,579181,f,0,2454,8824,2330,89.89,0.00,0,0,1,78
Frag,543890,576728,546343,579181,f,78,2454,8824,2330,89.89,94.95,0,0,78,78
CSB,606400,639236,606903,639739,f,0,504,1960,497,97.22,0.00,0,0,1,79
Frag,606400,639236,606903,639739,f,79,504,1960,497,97.22,98.61,0,0,79,79
CSB,570353,603188,572756,605591,f,0,2404,9416,2379,97.92,0.00,0,0,1,80
Frag,570353,603188,572756,605591,f,80,2404,9416,2379,97.92,98.96,0,0,80,80
CSB,581556,614391,584565,617400,f,0,3010,11128,2896,92.43,0.00,0,0,1,81
Frag,581556,614391,584565,617400,f,81,3010,11128,2896,92.43,96.21,0,0,81,81
CSB,605152,637987,606487,639322,f,0,1336,4864,1276,91.02,0.00,0,0,1,82
Frag,605152,637987,606487,639322,f,82,1336,4864,1276,91.02,95.51,0,0,82,82
CSB,572725,605559,572911,605745,f,0,187,460,151,61.50,0.00,0,0,1,83
Frag,572725,605559,572911,605745,f,83,187,460,151,61.50,80.75,0,0,83,83
CSB,575848,608682,588855,621689,f,0,13008,37736,11221,72.52,0.00,0,0,1,84
Frag,575848,608682,588855,621689,f,84,13008,37736,11221,72.52,86.26,0,0,84,84
CSB,596359,629193,598004,630838,f,0,1646,6296,1610,95.63,0.00,0,0,1,85
Frag,596359,629193,598004,630838,f,85,1646,6296,1610,95.63,97.81,0,0,85,85
CSB,572718,605551,576011,608844,f,0,3294,11864,3130,90.04,0.00,0,0,1,86
Frag,572718,605551,576011,608844,f,86,3294,11864,3130,90.04,95.02,0,0,86,86
CSB,588830,621663,596373,629206,f,0,7544,29576,7469,98.01,0.00,0,0,1,87
Frag,588830,621663,596373,629206,f,87,7544,29576,7469,98.01,99.01,0,0,87,87
CSB,597952,630785,598087,630920,f,0,136,480,128,88.24,0.00,0,0,1,88
Frag,597952,630785,598087,630920,f,88,136,480,128,88.24,94.12,0,0,88,88
CSB,604027,636860,604540,637373,f,0,514,1936,499,94.16,0.00,0,0,1,89
Frag,604027,636860,604540,637373,f,89,514,1936,499,94.16,97.08,0,0,89,89
CSB,604522,637352,605045,637875,f,0,524,2016,514,96.18,0.00,0,0,1,90
Frag,604522,637352,605045,637875,f,90,524,2016,514,96.18,98.09,0,0,90,90
CSB,570034,602863,570400,603229,f,0,367,1348,352,91.83,0.00,0,0,1,91
Frag,570034,602863,570400,603229,f,91,367,1348,352,91.83,95.91,0,0,91,91
CSB,568658,601486,570062,602890,f,0,1405,5556,1397,98.86,0.00,0,0,1,92
Frag,568658,601486,570062,602890,f,92,1405,5556,1397,98.86,99.43,0,0,92,92
CSB,602131,634952,604040,636861,f,0,1910,7280,1865,95.29,0.00,0,0,1,93
Frag,602131,634952,604040,636861,f,93,1910,7280,1865,95.29,97.64,0,0,93,93
CSB,602071,634891,602202,635022,f,0,132,440,121,83.33,0.00,0,0,1,94
Frag,602071,634891,602202,635022,f,94,132,440,121,83.33,91.67,0,0,94,94
CSB,598125,630944,602198,635017,f,0,4074,15552,3981,95.43,0.00,0,0,1,95
Frag,598125,630944,602198,635017,f,95,4074,15552,3981,95.43,97.72,0,0,95,95
CSB,598061,630879,598213,631031,f,0,153,332,118,54.25,0.00,0,0,1,96
Frag,598061,630879,598213,631031,f,96,153,332,118,54.25,77.12,0,0,96,96
CSB,568468,601279,568648,601459,f,0,181,636,170,87.85,0.00,0,0,1,97
Frag,568468,601279,568648,601459,f,97,181,636,170,87.85,93.92,0,0,97,97
CSB,548946,581754,551784,584592,f,0,2839,10364,2715,91.26,0.00,0,0,1,98
Frag,548946,581754,551784,584592,f,98,2839,10364,2715,91.26,95.63,0,0,98,98
CSB,551635,584442,552443,585250,f,0,809,3028,783,93.57,0.00,0,0,1,99
Frag,551635,584442,552443,585250,f,99,809,3028,783,93.57,96.79,0,0,99,99
CSB,568100,600907,568488,601295,f,0,389,1532,386,98.46,0.00,0,0,1,100
Frag,568100,600907,568488,601295,f,100,389,1532,386,98.46,99.23,0,0,100,100
CSB,552322,585128,568128,600934,f,0,15807,61228,15557,96.84,0.00,0,0,1,101
Frag,552322,585128,568128,600934,f,101,15807,61228,15557,96.84,98.42,0,0,101,101
CSB,477828,510581,478247,511000,f,0,420,1272,369,75.71,0.00,0,0,1,102
Frag,477828,510581,478247,511000,f,102,420,1272,369,75.71,87.86,0,0,102,102
CSB,478245,510995,478534,511284,f,0,290,1016,272,87.59,0.00,0,0,1,103
Frag,478245,510995,478534,511284,f,103,290,1016,272,87.59,93.79,0,0,103,103
CSB,513577,546289,513655,546367,f,0,79,268,73,84.81,0.00,0,0,1,104
Frag,513577,546289,513655,546367,f,104,79,268,73,84.81,92.41,0,0,104,104
CSB,512335,545045,513590,546300,f,0,1256,4840,1233,96.34,0.00,0,0,1,105
Frag,512335,545045,513590,546300,f,105,1256,4840,1233,96.34,98.17,0,0,105,105
CSB,480405,513114,482177,514886,f,0,1773,6660,1719,93.91,0.00,0,0,1,106
Frag,480405,513114,482177,514886,f,106,1773,6660,1719,93.91,96.95,0,0,106,106
CSB,482123,514831,482405,515113,f,0,283,1092,278,96.47,0.00,0,0,1,107
Frag,482123,514831,482405,515113,f,107,283,1092,278,96.47,98.23,0,0,107,107
CSB,479241,511939,479713,512411,f,0,473,1772,458,93.66,0.00,0,0,1,108
Frag,479241,511939,479713,512411,f,108,473,1772,458,93.66,96.83,0,0,108,108
CSB,479636,512333,480456,513153,f,0,821,2932,777,89.28,0.00,0,0,1,109
Frag,479636,512333,480456,513153,f,109,821,2932,777,89.28,94.64,0,0,109,109
CSB,489675,522366,490585,523276,f,0,911,3460,888,94.95,0.00,0,0,1,110
Frag,489675,522366,490585,523276,f,110,911,3460,888,94.95,97.48,0,0,110,110
CSB,482492,515182,493199,525889,f,0,10708,37693,10063,88.00,0.00,0,0,1,111
Frag,482492,515182,493199,525889,f,111,10708,37693,10063,88.00,93.98,0,0,111,111
CSB,493389,526078,493470,526159,f,0,82,304,79,92.68,0.00,0,0,1,112
Frag,493389,526078,493470,526159,f,112,82,304,79,92.68,96.34,0,0,112,112
CSB,493474,526159,504102,536787,f,0,10629,41612,10516,97.87,0.00,0,0,1,113
Frag,493474,526159,504102,536787,f,113,10629,41612,10516,97.87,98.94,0,0,113,113
CSB,504016,536700,504806,537490,f,0,791,2684,731,84.83,0.00,0,0,1,114
Frag,504016,536700,504806,537490,f,114,791,2684,731,84.83,92.41,0,0,114,114
CSB,507623,540306,508267,540950,f,0,645,2404,623,93.18,0.00,0,0,1,115
Frag,507623,540306,508267,540950,f,115,645,2404,623,93.18,96.59,0,0,115,115
CSB,506863,539545,507640,540322,f,0,778,2432,693,78.15,0.00,0,0,1,116
Frag,506863,539545,507640,540322,f,116,778,2432,693,78.15,89.07,0,0,116,116
CSB,507484,540165,507640,540321,f,0,157,596,153,94.90,0.00,0,0,1,117
Frag,507484,540165,507640,540321,f,117,157,596,153,94.90,97.45,0,0,117,117
CSB,508247,540925,510284,542962,f,0,2038,7456,1951,91.46,0.00,0,0,1,118
Frag,508247,540925,510284,542962,f,118,2038,7456,1951,91.46,95.73,0,0,118,118
CSB,510140,542817,512339,545016,f,0,2200,8664,2183,98.45,0.00,0,0,1,119
Frag,510140,542817,512339,545016,f,119,2200,8664,2183,98.45,99.23,0,0,119,119
CSB,504902,537578,505105,537781,f,0,204,648,183,79.41,0.00,0,0,1,120
Frag,504902,537578,505105,537781,f,120,204,648,183,79.41,89.71,0,0,120,120
CSB,504952,537627,506385,539060,f,0,1434,4984,1340,86.89,0.00,0,0,1,121
Frag,504952,537627,506385,539060,f,121,1434,4984,1340,86.89,93.44,0,0,121,121
CSB,504803,537476,504903,537576,f,0,101,348,94,86.14,0.00,0,0,1,122
Frag,504803,537476,504903,537576,f,122,101,348,94,86.14,93.07,0,0,122,122
CSB,506788,539461,506874,539547,f,0,87,308,82,88.51,0.00,0,0,1,123
Frag,506788,539461,506874,539547,f,123,87,308,82,88.51,94.25,0,0,123,123
CSB,506395,539067,506792,539464,f,0,398,1520,389,95.48,0.00,0,0,1,124
Frag,506395,539067,506792,539464,f,124,398,1520,389,95.48,97.74,0,0,124,124
CSB,493305,525868,493420,525983,f,0,116,317,95,68.32,0.00,0,0,1,125
Frag,493305,525868,493420,525983,f,125,116,317,95,68.32,81.90,0,0,125,125
CSB,603577,636014,603692,636129,f,0,116,224,86,48.28,0.00,0,0,1,126
Frag,603577,636014,603692,636129,f,126,116,224,86,48.28,74.14,0,0,126,126
CSB,603745,636176,603894,636325,f,0,150,400,125,66.67,0.00,0,0,1,127
Frag,603745,636176,603894,636325,f,127,150,400,125,66.67,83.33,0,0,127,127
CSB,651892,684273,654126,686507,f,0,2235,8660,2200,96.87,0.00,0,0,1,128
Frag,651892,684273,654126,686507,f,128,2235,8660,2200,96.87,98.43,0,0,128,128
CSB,651468,683848,652009,684389,f,0,542,1656,478,76.38,0.00,0,0,1,129
Frag,651468,683848,652009,684389,f,129,542,1656,478,76.38,88.19,0,0,129,129
CSB,651411,683787,651487,683863,f,0,77,300,76,97.40,0.00,0,0,1,130
Frag,651411,683787,651487,683863,f,130,77,300,76,97.40,98.70,0,0,130,130
CSB,648401,680776,651417,683792,f,0,3017,11820,2986,97.94,0.00,0,0,1,131
Frag,648401,680776,651417,683792,f,131,3017,11820,2986,97.94,98.97,0,0,131,131
CSB,644054,676428,648478,680852,f,0,4425,17084,4348,96.52,0.00,0,0,1,132
Frag,644054,676428,648478,680852,f,132,4425,17084,4348,96.52,98.26,0,0,132,132
CSB,642598,674971,644109,676482,f,0,1512,5632,1460,93.12,0.00,0,0,1,133
Frag,642598,674971,644109,676482,f,133,1512,5632,1460,93.12,96.56,0,0,133,133
CSB,641020,673388,642664,675032,f,0,1645,6300,1610,95.74,0.00,0,0,1,134
Frag,641020,673388,642664,675032,f,134,1645,6300,1610,95.74,97.87,0,0,134,134
CSB,603763,636002,603903,636142,f,0,141,260,103,46.10,0.00,0,0,1,135
Frag,603763,636002,603903,636142,f,135,141,260,103,46.10,73.05,0,0,135,135
CSB,624522,656587,624684,656749,f,0,163,356,126,54.60,0.00,0,0,1,136
Frag,624522,656587,624684,656749,f,136,163,356,126,54.60,77.30,0,0,136,136
CSB,634297,666329,634520,666552,f,0,224,872,221,97.32,0.00,0,0,1,137
Frag,634297,666329,634520,666552,f,137,224,872,221,97.32,98.66,0,0,137,137
CSB,637271,669303,637338,669370,f,0,68,216,61,79.41,0.00,0,0,1,138
Frag,637271,669303,637338,669370,f,138,68,216,61,79.41,89.71,0,0,138,138
CSB,637119,669149,637297,669327,f,0,179,428,143,59.78,0.00,0,0,1,139
Frag,637119,669149,637297,669327,f,139,179,428,143,59.78,79.89,0,0,139,139
CSB,634521,666550,637246,669275,f,0,2726,10368,2659,95.08,0.00,0,0,1,140
Frag,634521,666550,637246,669275,f,140,2726,10368,2659,95.08,97.54,0,0,140,140
CSB,637340,669365,639603,671628,f,0,2264,8808,2233,97.26,0.00,0,0,1,141
Frag,637340,669365,639603,671628,f,141,2264,8808,2233,97.26,98.63,0,0,141,141
CSB,639569,671593,641065,673089,f,0,1497,5764,1469,96.26,0.00,0,0,1,142
Frag,639569,671593,641065,673089,f,142,1497,5764,1469,96.26,98.13,0,0,142,142
CSB,633320,665342,634291,666313,f,0,972,3680,946,94.65,0.00,0,0,1,143
Frag,633320,665342,634291,666313,f,143,972,3680,946,94.65,97.33,0,0,143,143
CSB,624924,656941,633357,665374,f,0,8434,32616,8294,96.68,0.00,0,0,1,144
Frag,624924,656941,633357,665374,f,144,8434,32616,8294,96.68,98.34,0,0,144,144
CSB,650913,682106,651219,682412,f,0,307,524,219,42.67,0.00,0,0,1,145
Frag,650913,682106,651219,682412,f,145,307,524,219,42.67,71.34,0,0,145,145
CSB,411171,438505,411279,438613,f,0,109,228,83,52.29,0.00,0,0,1,146
Frag,411171,438505,411279,438613,f,146,109,228,83,52.29,76.15,0,0,146,146
CSB,407507,434753,407609,434855,f,0,103,252,83,61.17,0.00,0,0,1,147
Frag,407507,434753,407609,434855,f,147,103,252,83,61.17,80.58,0,0,147,147
CSB,513633,539639,513793,539799,f,0,161,572,152,88.82,0.00,0,0,1,148
Frag,513633,539639,513793,539799,f,148,161,572,152,88.82,94.41,0,0,148,148
CSB,513633,539638,513983,539988,f,0,351,620,253,44.16,0.00,0,0,1,149
Frag,513633,539638,513983,539988,f,149,351,620,253,44.16,72.08,0,0,149,149
CSB,515054,539991,515180,540117,f,0,127,476,123,93.70,0.00,0,0,1,150
Frag,515054,539991,515180,540117,f,150,127,476,123,93.70,96.85,0,0,150,150
CSB,411189,435237,411257,435305,f,0,69,260,67,94.20,0.00,0,0,1,151
Frag,411189,435237,411257,435305,f,151,69,260,67,94.20,97.10,0,0,151,151
CSB,395574,418791,395730,418947,f,0,157,548,147,87.26,0.00,0,0,1,152
Frag,395574,418791,395730,418947,f,152,157,548,147,87.26,93.63,0,0,152,152
CSB,393361,416576,395577,418792,f,0,2217,8356,2153,94.23,0.00,0,0,1,153
Frag,393361,416576,395577,418792,f,153,2217,8356,2153,94.23,97.11,0,0,153,153
CSB,393256,416470,393372,416586,f,0,117,428,112,91.45,0.00,0,0,1,154
Frag,393256,416470,393372,416586,f,154,117,428,112,91.45,95.73,0,0,154,154
CSB,650774,673924,650904,674054,f,0,131,372,112,70.99,0.00,0,0,1,155
Frag,650774,673924,650904,674054,f,155,131,372,112,70.99,85.50,0,0,155,155
CSB,411290,431987,411416,432113,f,0,127,364,109,71.65,0.00,0,0,1,156
Frag,411290,431987,411416,432113,f,156,127,364,109,71.65,85.83,0,0,156,156
CSB,433019,453323,433367,453671,f,0,349,708,263,50.72,0.00,0,0,1,157
Frag,433019,453323,433367,453671,f,157,349,708,263,50.72,75.36,0,0,157,157
CSB,433793,454093,433965,454265,f,0,173,388,135,56.07,0.00,0,0,1,158
Frag,433793,454093,433965,454265,f,158,173,388,135,56.07,78.03,0,0,158,158
CSB,433442,453740,433590,453888,f,0,149,268,108,44.97,0.00,0,0,1,159
